x,y,z
2566,52242,382552
9430,41348,523973
4359,59015,77128
4271,68171,298055
54,97197,653243
791,64214,276706
6399,17419,256719
344,35669,381162
5761,45535,474027
2687,95468,853250
5816,11130,840703
6298,85244,953407
7918,73385,434493
7668,11064,612326
3061,28949,863735
4976,8787,578564
5318,38831,119842
9010,56646,244649
8117,77252,193386
8899,59152,855713
8513,18217,38899
6625,77468,369623
12,30561,791832
147,85010,38981
8369,90333,15097
4101,95482,629521
2763,69049,199802
7319,99477,567149
8822,70674,126409
1506,31526,208997
4108,2965,365444
2025,66157,480827
8519,20757,488104
5604,57185,261616
934,48537,624503
820,79840,570518
5598,25464,152548
399,819,84024
6478,30128,844729
1167,5723,927239
2713,20031,902133
4032,97433,258053
6501,55173,435110
5309,65601,975812
6768,39478,893264
102,89206,265020
3847,85954,656945
3712,92315,669926
9817,56620,355818
295,7765,374057
5835,29788,241649
3443,75511,207295
9046,49276,252737
9002,45734,468347
3975,65802,941256
5069,7615,287180
327,9154,129788
3190,2681,7275
4738,10323,596611
5513,60114,396446
8974,21178,935315
2530,76932,127384
9729,78867,696031
7977,75133,123496
1859,16246,190614
4371,36693,821812
6911,64219,289938
4313,77713,837865
7492,72783,693743
7402,23999,988309
4458,27863,273894
721,96165,822309
259,26420,184649
6651,6755,971921
9441,71208,116890
5046,47207,324067
3424,81432,966395
2774,80149,9379
7758,77214,155503
1772,98422,687244
9444,98324,705349
341,99498,90753
3252,56263,468601
9399,97587,988901
2356,58294,361987
4581,26259,585380
5811,61638,286798
856,91455,952326
9500,25861,564079
3372,90187,517719
5821,35774,399106
4598,53988,502616
470,38214,600987
7654,47560,943016
8039,34822,627609
9484,62962,194649
1915,28624,526837
6275,44530,372074
4984,59688,560736
8857,39666,708278
1549,74720,265928
7537,54134,458156
7770,61260,928102
6286,75658,979027
8878,37287,996212
2437,23285,680076
6335,62513,748143
7551,18714,863380
7250,37698,786982
9278,83538,288634
9889,27079,498191
6120,81265,13155
4785,76955,403949
72,12660,565442
1054,81690,659481
3052,93689,2281
1562,51356,989621
6152,84455,188769
4924,88281,177636
7287,37160,415011
8089,99072,241243
8442,53277,685628
4438,34558,396153
3753,98543,810117
4794,6561,602699
1381,62230,146112
1421,98047,239735
4572,88523,755548
4519,22069,18720
4488,69473,430291
4535,85732,142451
2331,55162,794885
4680,96076,449501
6594,36481,953882
7349,14385,634480
5652,82389,982604
8502,72923,525805
1088,84965,937223
5342,24790,938634
7622,62204,455287
9596,23179,908184
1424,55489,219540
9860,27813,250128
8428,88808,27059
5761,6607,140542
483,71276,80164
8868,91756,819818
9250,31030,579263
7884,18949,269798
2002,57407,468858
2085,15659,835510
5490,15947,478613
6279,53672,305160
6254,2413,288036
3289,42658,872990
9988,57107,926862
9233,35554,866201
3503,28212,502355
2945,87309,689785
1383,52101,717899
6760,50572,393988
7015,44813,707693
5748,86420,883249
7847,66442,790559
7321,38336,71980
7719,54590,74932
6737,73476,961230
9896,85772,340684
2705,57899,20480
3521,490,754851
3299,61215,270853
7719,69029,814668
7369,11959,316589
284,48185,517942
3811,59746,650038
5768,62198,509254
9435,31857,271223
7373,69780,284091
735,36183,874530
6197,10988,160228
708,82859,218900
2615,56638,204319
566,10607,308422
4849,49624,161758
4563,94192,689622
8163,12695,768814
5971,65687,241663
9886,22723,780265
2744,58225,481735
3910,54958,438275
3911,52707,81765
4748,92354,28509
4357,84512,914374
3072,41865,31541
5147,53165,724160
5931,42859,373505
5269,1649,391328
658,34174,459154
906,38359,494718
4365,85072,411292
7217,98762,737484
5361,86734,576007
1121,45984,328268
1622,81686,437753
7481,3879,856914
4429,66115,119859
6926,85739,933249
9853,74937,471534
9978,39477,977164
5243,76253,254284
5693,85383,735911
4194,90949,217118
6169,79824,460422
31,81052,567372
7305,7151,576411
8644,98557,485626
2913,82528,117874
4180,42081,30440
4403,35096,842347
6645,25152,198992
2653,19637,619324
5264,81041,636120
5069,75521,211902
2597,48820,307015
2639,18962,461684
9450,54350,993784
7487,96311,75683
5931,35743,384148
6553,70591,939959
3874,62544,134720
2772,49189,67006
2492,10570,475505
1484,59516,606720
4012,69692,995869
447,9267,432504
31,81847,939972
6240,39215,399333
1736,72025,649356
5496,37994,974236
3167,20206,963181
7284,87302,754404
4632,53926,826112
3335,3024,993739
8159,19015,683182
2503,36483,20388
4016,47808,516708
3668,18805,514646
4226,62317,727357
8332,3351,978292
5782,25994,413862
8829,7426,936535
428,83469,909262
7967,25288,639926
3067,62269,587355
7634,6039,830144
2267,35372,465864
6452,57858,691374
7199,22284,910020
7633,57860,471255
8343,37876,820979
4791,79668,407950
7293,2769,199896
2429,3648,949503
2842,57238,230615
4800,58709,672610
2067,48364,391088
6718,99637,924109
9872,48553,587750
3951,93322,732579
7764,90857,722968
7915,24049,775777
8949,58764,280965
2899,25396,421024
5603,97267,857773
4617,24679,648002
7941,50101,600403
5222,11805,396446
8200,88559,784559
6369,76239,799532
197,93494,129871
5747,18209,303981
1742,78324,678332
9121,53000,24202
7985,54575,616337
3944,24491,270493
8241,82182,809278
4635,77406,619509
2248,9494,393626
2498,23349,113886
9333,51487,750700
4790,91476,619384
4901,7359,415110
9078,41179,334103
5796,31821,187901
374,5337,964569
6652,75728,40354
4247,92617,30677
6722,46355,270061
5060,38329,115266
7846,56891,564277
8728,43170,539369
5066,56779,263610
4258,42242,285171
3818,75843,919492
3172,7684,164123
2179,762,675830
7813,20943,257586
5315,2728,915139
9524,22815,461813
1561,34576,65238
1639,16757,404828
2615,31253,168852
1092,69907,982057
184,21123,553435
2360,96261,351711
4965,66111,672349
3867,37513,892572
3098,70769,484658
4725,55776,225157
1233,36543,253281
1201,45828,404813
8147,43240,792323
8584,87373,384177
2476,58709,675658
9069,15697,82207
7069,43479,28508
4577,89812,690558
8842,8466,516447
5367,33664,504171
5081,99126,311272
9622,9249,900634
8512,65961,114235
1985,65080,129997
1695,91828,867293
8001,38228,86361
9617,67381,14588
3692,85740,218581
7487,56984,143830
7506,72099,627476
3705,66247,937238
898,47237,164920
1088,16302,797847
8739,43337,264153
9855,43999,22207
8450,32417,107615
4151,75694,889980
8148,54965,514241
647,62544,933037
1456,5187,313365
2253,23843,571833
1755,54132,155210
2881,369,139986
7611,22312,811356
3568,14846,806433
7247,609,977222
3450,19812,115361
9006,99504,577941
5905,52219,925944
6571,82696,171834
8289,73537,194340
1788,16433,462736
4928,43771,515228
4764,11995,856513
8677,91938,927206
9180,39152,819813
7794,82023,388798
4299,93261,81964
2495,68503,368072
3400,52449,217238
8555,23180,750006
1657,20345,720366
3656,39911,107514
6027,54698,798152
5915,70895,881777
6624,72079,161688
4572,80826,102238
9308,24308,703984
1521,75755,291915
3374,3466,617604
7693,2731,956849
8168,3480,660947
3688,91721,53108
9968,44523,751965
5916,60375,451801
4814,57664,186254
4686,30049,2780
7202,67339,590499
8666,89421,663207
9840,84760,962708
7146,33126,673311
1782,3947,175680
5548,56145,55195
6655,68188,807432
3905,93596,902999
7379,86871,745444
5554,89573,409061
7334,26322,757674
3048,36306,874479
1875,80861,465475
9371,64600,518798
6152,61455,560602
1957,72141,666342
443,4179,521975
3465,5488,541942
3610,96434,739442
1127,10550,625848
3507,20915,79484
4485,84522,112669
7774,58811,937823
1209,75809,139808
9112,82113,419948
4833,44213,19805
2789,14809,740427
7591,7103,973484
5427,55342,691944
3448,98394,140163
889,77776,937278
2690,4456,971185
9416,94424,291273
3113,31446,811002
2639,74253,73586
1433,3241,365470
1824,52977,903858
5432,90900,343914
729,58137,17270
5182,1525,599226
6156,22930,15709
9122,37290,923473
7984,96198,82340
9888,26878,768732
799,14435,773439
3401,51753,453987
4736,50766,221825
9194,32241,681122
5852,64471,538933
358,30395,651237
2862,71837,884519
8582,17271,135458
7033,51302,97800
8868,46802,959095
5312,83707,352694
7931,77447,269201
6939,19952,797262
6942,26090,900402
2632,5796,82852
6249,46601,432282
2160,52606,577725
944,68503,748661
157,25408,205093
6428,33951,122423
194,91207,617134
1872,55138,374255
318,37964,958899
5233,27292,859529
4487,48948,287403
2555,53892,57814
5433,28295,187614
210,74066,834319
9475,22023,111597
8119,6157,697411
9873,79124,806549
4899,47591,701469
1372,54229,438241
2320,37629,728754
6589,93299,143800
5068,65122,666758
3240,42918,413919
2752,29777,872279
3925,26774,48341
1109,89978,546725
910,33826,372599
6594,52154,244868
9332,48036,542924
9488,15570,929923
3153,87463,464909
5306,23525,717972
9463,23651,966309
1400,27760,937734
4372,73934,984806
2359,21952,47977
1068,80139,842180
1690,70441,692348
1994,56653,842395
2732,18361,145096
3454,28772,262684
7790,24265,859425
7286,26560,580516
8717,15865,48715
352,32097,850479
2294,26346,299476
389,94880,383161
5122,48943,934598
8925,78155,879124
8230,9423,7914
798,15294,844903
8567,85144,157007
5110,33976,446226
9821,81574,911384
8314,42929,555152
4524,61575,285302
2409,78501,142826
9921,56388,246922
1375,80691,220083
6225,71650,207255
1452,66684,727245
7135,2331,188655
1747,9193,197667
5402,58942,192267
2534,64847,352183
895,73622,448542
2793,50221,90406
8842,35794,656643
2205,88891,30748
5439,40409,380404
9438,25661,942844
3921,59328,891692
7400,84504,959720
7477,80094,477829
7633,21767,800690
888,68677,872950
2071,83825,14445
3562,10673,438547
9907,70515,706474
4821,65399,928132
4459,2824,998642
6288,51571,290165
5400,57721,967126
4973,35978,376662
1820,72444,382103
8104,82659,717491
8295,99092,925608
8824,15803,318703
281,92550,428895
8291,59560,423693
5898,75123,26755
4676,4675,222462
6160,15032,826541
415,15476,596911
923,91666,771866
2749,4766,646648
8368,5917,936779
8963,53327,568187
6565,53078,567325
7583,45539,221646
945,50591,160860
8949,50887,376421
7030,78404,109803
3297,42306,914670
9789,9096,949453
2950,63266,425694
8382,2772,449054
3596,84510,18051
2059,28076,734055
8449,67951,620744
6838,25316,620647
1131,1079,24582
2251,93556,263920
8573,31705,99010
756,35643,745865
4465,81419,351939
3739,17217,78181
586,47254,752672
4492,77733,875086
3871,39267,799892
7819,69678,772967
4507,59940,765223
335,95204,519763
765,36653,376228
2294,81601,126841
6141,14376,172621
6621,91985,424633
4080,62870,240102
6790,96154,792545
2099,21023,223844
5306,53395,286527
1890,26215,582792
7898,46868,550479
9552,96922,78817
9598,34079,719752
1503,4851,982916
6061,3546,657161
7146,24264,978335
9236,68553,986889
6523,48088,407860
7409,96103,172687
9386,65291,789805
7648,60423,468278
1508,32834,632528
4679,96563,204367
2116,83103,135597
8514,69795,971981
1355,60234,839433
1949,74255,80374
2294,38643,750279
6296,76559,217842
9556,66224,152099
2801,84656,91
2682,48422,150508
1024,42174,787671
9582,22758,484508
2564,96781,386115
8528,80929,868267
5353,44457,164452
8276,48736,486309
8825,55018,356612
4131,34132,878686
5207,12834,465709
7364,49713,242269
3454,87544,633770
7863,70818,177365
4471,90193,306597
6384,59041,925880
5907,55866,910900
9101,24341,513470
9484,22942,875440
565,12439,468666
5488,31473,661350
4044,63689,248735
4961,43144,306596
9136,31449,226860
413,67564,263852
188,73933,636634
4335,96958,349681
2028,37601,235468
1957,20610,310635
7291,27421,444207
8876,47780,691833
3198,86003,574214
2019,76657,337820
2847,70234,938878
7251,69617,106682
2964,51672,402694
1642,43953,461989
4467,23803,58942
9257,84819,277290
9496,41863,942017
8286,50249,512413
966,86623,928394
6199,32755,54432
76,53837,680872
7930,54651,182687
8555,58966,880291
6187,38365,621700
1491,96507,452444
9275,69428,731942
682,168,728642
6356,76579,349454
7263,92650,518349
8098,87477,368149
6818,26491,49862
2350,478,49484
1921,95631,341617
4631,56158,64459
7423,92059,228622
3291,3501,240793
6265,15830,317522
7824,6220,243754
7828,11276,837483
3811,39139,608563
502,99331,6350
4109,10417,250414
7844,39452,332085
8243,51627,620717
8291,70111,863643
6190,96410,479496
4348,50154,660744
4150,17630,315515
7758,63999,663994
390,8676,257698
5945,52220,420002
8795,32343,940748
3683,79843,988372
6006,24740,525158
4773,7379,100847
1136,62265,905182
5011,17384,539259
4100,99352,68090
8550,20831,23543
2894,32790,682532
2477,7060,794276
3515,75976,878117
2607,92904,864017
8920,45122,716067
9294,57784,877555
1485,77240,103729
1692,96181,23464
7404,96797,390192
4891,24951,989347
6200,68350,201411
6527,75013,133864
3666,68617,107803
3210,2908,949184
6158,4560,111253
9263,44729,467960
4546,47024,99966
9245,98240,336712
8906,68636,897064
9547,45776,457588
3938,40203,95229
805,98459,209835
6087,69855,396928
5113,28315,113466
8113,56498,710597
8012,1725,831636
4496,60791,730328
6346,504,290051
5683,1085,430646
475,45502,726905
1483,44841,568572
834,1069,193875
9585,40686,360170
7589,51846,469963
571,78182,714721
4331,77284,721591
9902,34634,721116
8310,19415,419908
857,32226,420805
5857,81077,418437
240,79529,133913
8661,10010,840359
5168,11921,871495
333,91352,497257
881,48453,315209
7606,72690,699027
2525,36509,807758
9748,27553,806726
5038,19387,782456
5454,35767,292454
4204,16352,865839
1108,21971,624290
8581,44701,19586
4505,8028,218759
9708,92518,148357
121,28163,160446
2155,75726,513376
2572,37823,458264
2592,83951,364377
8391,59035,914282
7326,74895,126640
9875,5977,62293
6648,56812,718278
6843,53975,534334
3193,66849,833183
8162,39977,308898
8207,72145,679342
5840,20252,986965
1794,9483,47849
2954,8625,108893
3969,56581,214164
1896,77456,967715
5494,62468,205266
6028,71981,883009
9664,99097,702624
7861,84260,621102
9678,18933,988640
6513,35377,96859
9415,29079,120303
4414,47642,72323
3183,96956,198775
3328,90320,255220
8906,308,344085
1506,99806,207578
782,28947,223772
3096,57870,373238
7226,87176,847093
38,7992,977314
9611,51765,428999
5125,65199,529469
9181,20915,879870
254,56782,658088
3512,44297,46071
4572,75945,975261
7526,44164,564853
6186,77324,215492
5910,50007,669142
1926,25700,332338
6659,55260,238229
353,38156,408054
7492,29061,380586
3691,90186,779875
3536,48728,439589
929,61104,404046
5248,91133,71283
5189,21416,144657
8389,47583,34485
4050,60370,83631
4295,31334,637701
9960,84687,413497
8254,32236,328167
134,98999,502638
9151,31976,127577
3979,60824,934560
3506,324,681210
199,74863,527167
1314,82085,246025
6540,57415,143845
8467,44028,109576
7573,87520,130212
8027,44720,133664
631,13205,207668
8479,68146,4828
8417,73183,181962
4442,34347,16608
4741,23301,87377
196,90149,274779
7688,64672,89031
5740,64688,956376
7769,21746,384443
786,79409,652708
3179,19855,905166
5090,27264,475379
3746,87760,180708
5010,12128,537690
1722,72181,487092
4597,4729,760803
2461,59954,820052
1294,49054,919463
9881,80117,310072
7846,73797,448505
6220,30991,35494
4381,11359,889732
1625,14851,240934
4378,3642,421070
682,29375,158554
5951,39922,990559
6134,27422,697665
7441,14873,885288
8862,21838,185212
1603,33910,659376
5791,95084,976093
7449,52970,582540
4219,62963,686621
2773,90372,145516
8388,51905,879261
4866,39981,968334
3726,67217,606794
72,75833,993893
1626,995,675206
461,75120,831007
3252,19147,48265
3052,96520,212561
5625,32973,262788
7502,58527,393534
6500,4640,242589
3045,19876,106355
8456,59323,953819
2785,8966,345050
8657,12702,768573
3975,58386,416379
1255,5075,79930
2901,95213,491246
4832,9761,411437
5822,1291,366326
7095,97604,942035
1690,89825,392881
382,74779,733306
5482,53679,459110
1943,54633,445639
4716,7827,126724
8280,52680,243069
8017,33770,371533
3692,69747,332993
5900,87814,403941
212,78254,159798
1571,72467,723775
5440,26679,873304
6998,49986,928296
8109,99007,940970
8698,14470,568152
7579,54886,377887
4252,41246,728397
1955,85343,139522
484,49670,263658
5179,39110,622379
8718,96180,928538
6791,9071,157531
3097,11858,192762
5929,34760,444378
6886,83239,414406
3905,81275,708408
9616,96447,457806
9017,43896,114340
1917,33761,316554
2375,83857,139892
3262,34773,457305
1955,53756,550438
6912,38691,199534
7440,12205,372583
3713,13063,637466
4915,98213,225913
2306,24721,975082
441,59283,361191
3547,40047,273728
5801,55605,984636
6681,85077,193031
6398,18993,141326
3978,21742,66137
3362,57083,349759
6281,25800,925261
5031,21622,822038
2802,34508,767453
7859,75111,520326
9573,41171,271572
8021,8324,199571
5534,29118,445215
4466,94226,831601
7592,51298,676932
6466,75079,284618
1098,22076,120074
5015,56912,156135
7954,66657,401693
8787,16900,870986
101,45061,135592
3639,20280,91145
7621,82471,894191
6546,77817,625267
350,48470,421083
703,35855,429004
5668,42724,69292
899,76667,849818
5321,16286,184168
9443,84453,997018
4824,54532,968263
2500,17474,375890
2630,93549,213394
3699,58744,506946
6173,44281,588950
9572,40838,470266
2406,64697,302743
6469,59859,18360
3428,20404,479726
4982,85720,667739
7730,74132,26627
3643,92935,933568
968,76595,128572
8341,33227,425946
531,10719,683342
5149,16277,804127
141,34317,363186
2452,43232,172751
7922,65840,440293
4542,67127,888154
510,50498,865579
8848,21385,129
3985,22869,834803
2595,21860,548989
5557,93032,361191
4251,49109,425267
5173,26105,461610
1738,90483,705964
8655,7012,944933
8944,98980,252824
1729,18843,113461
7845,94620,147926
4795,85048,93072
6526,77428,233196
6935,6525,431966
5316,61743,826020
3252,53847,498732
7151,21418,321609
730,69592,331318
8308,99531,798627
4101,2917,468771
8869,1147,940214
8244,10585,96125
6918,42720,432609
3184,4830,90940
8539,30106,971032
8013,64416,943829
8498,70162,892953
9826,57586,373419
6161,52588,926813
6748,41553,552118
2990,20057,563171
9606,72732,761962
2910,3558,788013
2357,921,838918
3266,77672,348226
2452,66775,976681
8911,47288,728620
5612,54042,151061
6414,41962,746058
2357,97077,528854
1118,34292,443290
7665,83875,818291
4021,12617,949765
8256,80824,971431
4564,33411,872596
9089,86429,508250
3601,37722,403995
4351,97119,795261
4090,10769,283168
4159,31982,278292
9789,68605,580357
8206,2093,296053
2061,46499,100056
8600,84768,595500
2163,85318,522655
1715,20244,397241
7947,92767,939976
3526,52897,236886
4329,61491,478083
4232,1654,37444
1878,78122,642894
69,25614,921676
3950,65057,263252
5570,13010,186600
7796,21759,494505
6181,27117,323649
2573,17795,32078
9572,16242,189672
726,35734,961725
8685,27437,305874
590,81349,878870
2407,23898,897852
8442,39131,656619
9326,34942,841805
7673,58116,445572
4897,26972,453978
4219,19062,641291
8088,54118,719925
4282,78317,495817
4802,47532,230692
3997,856,550596
875,1454,445061
9022,3803,268649
5040,82761,468874
2194,47090,239521
265,30875,268053
1576,67792,717484
5564,78191,794971
7540,159,729437
9716,97360,16753
9248,73388,181326
31,95559,432920
6552,88324,673799
3206,49995,149788
8739,10962,600773
4482,26360,933622
4356,95575,981708
9908,93136,998628
6852,93160,947881
8211,27234,884881
316,33412,261722
6548,83418,619861
452,64309,545708
5075,10253,519386
4068,39224,262541
1042,97220,785708
1814,12642,715552
4326,73548,62299
7929,37784,635869
1254,55472,421670
6978,88549,223835
8569,16496,203278
9478,29556,843906
3090,33131,853656
9704,13371,230345
3073,19272,167810
6905,88458,643208
5472,40540,6719
8520,41379,805385
3741,29350,467793
1142,17051,639531
4852,34037,216027
4996,49606,219273
541,8361,501074
9231,39130,23986
6405,32863,882509
9623,85325,107217
9283,62200,123060
4667,53252,739180
715,64787,721175
5153,60597,185174
7407,41402,51323
8673,85088,595988
5371,98104,906463
1692,50229,962837
6350,18392,697388
7183,73563,290886
6920,61553,494422
5418,92565,774008
8251,92585,574130
3488,35997,989492
3364,39728,595322
6346,44397,258672
301,99203,912519
2964,95177,389089
7630,97635,691358
1969,6331,81885
4703,99221,866545
2974,28856,602314
6232,17221,674392
9500,84969,135449
9637,5943,929338
9355,13581,657468
6606,64372,597421
8006,72731,873413
5131,36950,656636
2158,99237,593857
4785,24766,999245
6459,77220,724608
7568,38448,969012
9760,83935,428140
665,71221,420905
1834,5163,441302
677,22438,326628
2007,82131,76051
2669,50478,735141
3578,95093,491303
6042,93536,784465
6419,49678,696148
626,29857,391616
2681,19432,481709
9545,12603,537611
21,73911,402171
262,26024,526948
9213,41362,428058
7375,84904,445817
1969,91407,414806
4636,75597,476224
4619,94118,694390
2656,56414,62618
265,7024,692178
4759,17388,435090
4343,631,54228
2516,75149,979737
3872,79388,996757
4840,17821,778261
7574,23365,747843
5256,92877,76197
6700,81423,203282
9575,55001,976164
1662,12000,404578
2686,54928,672836
1746,71765,747671
5204,20532,842206
9851,52475,38333
8226,56282,45002
6870,65784,249537
1686,88443,493750
4193,51393,504262
3971,83412,818903
9544,55876,7521
6086,35575,652477
2898,31141,47803
3703,45805,141653
2912,35095,194838
6929,1445,182334
2458,83269,819610
2267,20648,991243
8228,13372,83160
2093,78476,89614
1069,59545,764665
4313,67428,742423
6953,35755,138435
7567,41585,802103
758,77509,789303
1444,33502,955747
5850,3742,943135
9572,82859,417750
717,75877,669917
685,28009,504575
6793,8096,982425
3923,51898,523122
631,88736,83938
9141,74451,348197
3462,60602,264951
8723,33402,774628
264,38466,978269
8715,9150,110198
5557,96920,322039
874,47908,26187
4070,41066,431450
6684,12852,383977
3647,83636,562765
6437,97019,193121
1198,65103,539236
3243,64150,882257
7173,77581,831323
539,88006,550388
7492,24695,196189
4116,78080,133709
1365,76596,548456
8458,87848,369562
2479,91829,622269
3701,46686,149396
6852,74380,120819
2153,71787,945559
1815,99865,175895
7230,49285,981413
915,31407,253202
6261,39239,168692
5747,32476,817776
6563,32044,676443
9131,79014,212830
9076,34431,976826
8842,85874,868837
2747,96473,408855
8743,96370,320433
6479,54246,9227
6766,48553,843888
9304,71336,22823
6099,20742,347704
7555,84803,35197
3968,94371,397198
7625,33574,812749
7051,54883,249236
3656,19167,539914
4145,16385,266055
9976,25008,832796
5568,8435,135653
9027,83604,377547
9549,33726,733739
8985,49893,365086
3888,4598,854220
7191,4166,723667
4529,33243,877527
2827,83760,457339
2974,67387,1746
552,54499,312504
7876,46203,279624
8642,86287,150299
9057,84694,356580
2064,45773,249297
2408,26871,829649
6482,7649,755806
9,27345,108973
3252,74763,701775
6353,92043,445485
4552,85144,484145
6819,19476,352282
6149,31730,616973
9754,41078,246423
1892,24287,834865
2457,14944,260061
5645,24610,186054
9566,38105,932497
810,38350,648646
9096,53010,814280
7327,29578,968720
4675,74998,377534
9378,24122,238420
1213,41098,952826
877,74817,375512
4963,1325,27083
1279,2083,816888
6767,89071,805297
1879,318,845082
2335,54929,630166
8586,24337,526993
5850,41297,434276
2027,16493,823455
9046,62724,754897
2934,14220,671337
4344,76333,909454
2516,27018,630442
1618,21032,390193
3317,29098,811351
7727,605,55119
391,77205,695530
7105,87462,94204
6310,98589,103800
2439,75827,658324
9456,45274,615776
7407,67941,394399
3089,53020,46784
3209,84069,799484
4902,44908,157190
7719,45465,464800
5038,32032,744466
6410,12714,364993
6491,20134,189328
6937,70719,228390
3774,31840,776296
2968,16843,14575
5240,29786,990122
4161,82104,527156
8866,43975,513790
6926,10482,914205
1660,87058,275511
8815,62921,961016
229,71789,575801
3527,75285,611717
5447,1593,576231
610,93388,400357
6076,2306,744863
1737,55966,658797
9089,61838,384911
2751,47917,154443
4185,15793,660240
1766,26786,225458
5158,52750,935646
1473,5140,543834
4815,13563,542611
8521,36850,996744
4915,52449,47068
3815,13731,917286
6156,11796,83507
6691,88,814762
7974,88052,350977
8847,41433,994539
6698,37250,763584
9742,45437,166341
6452,67686,176149
3920,39117,634647
3584,73400,345306
1348,6670,184748
9146,54913,457682
609,78551,657080
9146,71419,728224
3710,37375,502544
1678,32450,417975
6816,24327,203385
7888,20307,543777
9569,56102,829395
4717,22007,715359
5146,67587,682196
8999,65675,639538
748,85991,846612
5343,8352,759379
8808,11224,177045
2123,15883,539053
1726,60279,944459
9556,6970,449975
8755,63256,793209
81,36352,205276
7118,28843,953922
3265,97868,793085
5775,61664,435085
9557,49630,359100
1844,3292,627395
9330,74520,409618
8641,91589,570745
9578,58986,400192
6228,51218,94281
3320,78760,929083
1660,38999,650064
2575,61647,421317
1771,36234,543097
3210,75063,338752
712,69045,147570
9085,55490,167127
3745,68373,74373
4516,41340,180644
1282,60208,696059
2403,47133,303921
4907,44406,439176
7426,92634,925380
1437,90775,825141
2054,60673,894492
8368,32939,849057
1239,70323,133053
5984,95396,560116
5520,73918,618617
5265,21787,556248
4788,87817,709525
9987,45000,605561
8202,32457,733504
2138,29855,904514
8662,98291,916584
786,83926,720844
6332,5495,468416
4120,4468,141334
3106,10082,57424
6676,34632,181495
9132,77237,763810
8025,98599,622025
4343,41981,689177
7317,39240,951263
5964,15614,9620
6354,1172,53462
4566,69259,991175
2524,9999,603165
6225,31742,885183
7272,36157,846228
9446,40992,812908
7141,37919,775345
4396,6644,957551
7241,16621,446652
2484,21938,918355
6770,36034,748513
3570,22362,211734
1319,1346,744944
4332,51091,637448
7971,61183,362848
2783,85210,129556
2546,84733,499047
1115,15550,707823
3224,2560,600801
5318,65584,951994
9249,8627,857852
9690,4275,730280
113,1764,229410
8179,26809,100681
3694,54875,5816
3955,56135,908241
3983,25886,503150
4637,28097,171182
70,80425,92603
3534,4576,716700
84,83147,235890
9127,44732,975959
5859,1065,378041
8386,10895,138391
7143,85277,863301
875,10064,170703
3685,12312,552134
9382,75736,454145
4257,57828,383333
9901,41272,974757
6146,12862,268785
9640,72089,497661
996,13611,316013
9830,56444,769246
2264,31834,947939
4888,28227,492351
1901,11292,517509
8342,17111,688371
5143,1631,917592
8669,44942,127252
7853,41749,480617
658,18476,131190
1707,82444,351844
3314,66710,227082
9217,47832,410821
3918,4420,457653
7775,45441,451148
3638,90984,242509
8486,96103,88933
9009,17560,731577
1296,56326,12430
695,8998,786216
2272,41451,310327
8979,94198,429515
4860,72664,916705
3580,32741,949845
105,53794,517543
9996,26407,523404
2031,81332,920002
5427,59114,177912
2555,94294,981045
9684,89238,362204
9642,61110,612710
1981,83774,596666
9718,62588,407260
8260,10798,167306
7471,53199,177388
8329,25242,937166
4171,46691,925968
9619,48824,556485
44,46013,306185
9089,22920,697777
8031,66509,867183
875,71628,448806
7967,67939,637852
5229,70525,205070
3391,44603,48380
1722,22031,804879
3277,37884,340904
8268,54484,984502
1507,43612,655130
1431,83539,865677
350,66211,88088
723,82551,211052
1236,73632,491114
4519,29848,27187
9578,89092,422254
5029,58316,764366
521,53121,564061
2140,54313,643948
763,98785,543881
1578,11028,922399
7728,90223,282041
3227,44935,363545
3305,82360,775508
7267,9221,905154
9521,11964,97214
62,74661,307316
1534,28769,954475
8661,57152,935698
4612,98662,437781
6633,99926,558500
1154,53769,842697
8674,78778,193494
3487,91191,243036
2118,17774,916029
7391,94180,834509
5535,6593,394995
325,25380,258701
7161,28754,895271
659,57588,405560
8366,6652,399046
3921,35458,362096
3176,54855,35423
5410,96645,312354
6711,60812,143695
1414,5746,823964
6255,22490,920679
5781,84752,230289
9241,90871,981276
1697,28749,661366
7352,21898,500064
5683,2591,590246
7293,54666,930367
6278,76424,604188
366,13495,29298
258,86457,435723
6819,23615,395768
5952,61325,731085
8505,61258,4627
2853,41821,183320
3702,83692,598902
6542,45252,334521
8712,94088,791762
2654,29617,544838
7223,77789,9236
2955,66962,951897
3213,7245,217695
5879,61102,686735
6985,94585,278797
9206,717,732712
7315,98640,837185
6366,20410,814092
7350,75572,847380
6869,752,157469
5343,35889,434072
3947,39371,817441
1934,50558,457273
8982,90214,652774
2740,13004,810887
6399,26435,799901
1045,43596,994368
6861,15619,944066
6374,80381,899439
7213,40483,349396
9968,5907,464524
6737,1900,875256
9741,10594,638529
8933,23731,499645
5942,46856,196027
3029,47439,212092
1727,10397,589346
4419,49985,579430
222,4881,965287
4200,1868,134755
2719,21458,485273
4224,46741,758992
4325,32867,322357
3206,39063,418222
1721,5336,708550
1815,16735,53458
1327,85255,216570
146,65626,168819
5891,344,89
4491,67831,21018
2346,20576,785809
2272,77532,339820
6215,78926,491863
8007,37492,555421
8634,58019,346515
1070,92373,654949
753,5994,327207
6483,45926,222749
5620,29156,262597
6389,54932,521616
8280,73910,632381
3490,78387,424869
7287,7479,137976
9264,59428,480251
9901,22919,519741
5579,37822,571233
4614,25563,364836
5514,73268,604161
4867,82314,819840
